adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001062993-20-001299	1460602	ORGENESIS INC.	2834	US	MD	GERMANTOWN	20876	20271 GOLDENROD LANE		(480) 659-6404	US	MD	GERMANTOWN	20876	20271 GOLDENROD LANE		US	NV	980583166	ORGENESIS, INC.	20110902	2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 15:38:00.0	0	1	orgs-20191231.xml	1	
0001075531-20-000014	1075531	BOOKING HOLDINGS INC.	4700	US	CT	NORWALK	06854	800 CONNECTICUT AVE		203-299-8000	US	CT	NORWALK	06854	800 CONNECTICUT AVE		US	DE	061528493	PRICELINE GROUP INC.	20140328	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:23:00.0	1	0	a8kguidancepressrelease_htm.xml	1	
0001091818-20-000039	1310488	BIOFORCE NANOSCIENCES HOLDINGS, INC.	3826	US	VA	VIRGINIA BEACH	23454	2020 GENERAL BOOTH BLVD	SUITE 230	757-306-6090	US	VA	VIRGINIA BEACH	23454	2020 GENERAL BOOTH BLVD	SUITE 230	US	NV	743078125	SILVER RIVER VENTURES, INC.	20041202	4-NON	0	1231	10-K/A	20191231	2019	FY	20200309	2020-03-09 08:19:00.0	0	1	bfnh-20191231.xml	1	
0001104659-20-030289	97745	THERMO FISHER SCIENTIFIC INC.	3829	US	MA	WALTHAM	02451	168 THIRD AVENUE		7816221000	US	MA	WALTHAM	02451	168 THIRD AVENUE		US	DE	042209186	THERMO ELECTRON CORP	19920703	1-LAF	0	1231	8-K	20200229			20200309	2020-03-06 17:46:00.0	0	0	tm2011538-4_8k_htm.xml	1	
0001104659-20-030421	203527	VARIAN MEDICAL SYSTEMS INC	3845	US	CA	PALO ALTO	94304-1038	3100 HANSEN WAY	BUILDING 4A	650-493-4000	US	CA	PALO ALTO	94304-1038	3100 HANSEN WAY	BUILDING 4A	US	DE	942359345	VARIAN ASSOCIATES INC /DE/	19920703	1-LAF	0	0930	8-K	20200229			20200309	2020-03-09 06:04:00.0	1	0	tm2012076d1_8k_htm.xml	1	
0001104659-20-030455	1166003	XPO LOGISTICS, INC.	4700	US	CT	GREENWICH	06831	FIVE AMERICAN LANE		(855) 976-6951	US	CT	GREENWICH	06831	FIVE AMERICAN LANE				030450326	EXPRESS-1 EXPEDITED SOLUTIONS INC	20060606	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 07:01:00.0	0	0	tm2011983d1_8k_htm.xml	1	
0001104659-20-030465	61398	TELLURIAN INC. /DE/	1311	US	TX	HOUSTON	77002	1201 LOUISIANA STREET	SUITE 3100	832-962-4000	US	TX	HOUSTON	77002	1201 LOUISIANA STREET	SUITE 3100	US	DE	060842255	MAGELLAN PETROLEUM CORP /DE/	19920703	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 07:32:00.0	0	0	tm2012068-1_8k_htm.xml	1	
0001104659-20-030485	1040829	RYMAN HOSPITALITY PROPERTIES, INC.	6798	US	TN	NASHVILLE	37214	ONE GAYLORD DR		6153166000	US	TN	NASHVILLE	37214	ONE GAYLORD DRIVE		US	DE	730664379	GAYLORD ENTERTAINMENT CO /DE	19971002	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 08:39:00.0	0	0	tm2012023-1_8k_htm.xml	1	
0001104659-20-030489	866374	FLEX LTD.	3672	SG		SINGAPORE	486123	2 CHANGI SOUTH LANE		(65) 6876-9899	SG		SINGAPORE	486123	2 CHANGI SOUTH LANE		SG		000000000	FLEXTRONICS INTERNATIONAL LTD.	20060608	1-LAF	0	0331	8-K	20200229			20200309	2020-03-09 09:11:00.0	1	0	tm2012021-1_8k_htm.xml	1	
0001104659-20-030507	1551152	ABBVIE INC.	2834	US	IL	NORTH CHICAGO	60064	1 NORTH WAUKEGAN ROAD		(847) 932-7900	US	IL	NORTH CHICAGO	60064	1 NORTH WAUKEGAN ROAD		US	DE	320375147			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 09:45:00.0	1	0	tm2012020-1_8k_htm.xml	1	
0001104659-20-030687	1043337	STONERIDGE INC	3714	US	MI	NOVI	48377	39675 MACKENZIE DRIVE	SUITE 400	2484899300	US	MI	NOVI	48377	39675 MACKENZIE DRIVE	SUITE 400	US	OH	341598949			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 14:52:00.0	1	0	tm2012111d1_8k_htm.xml	1	
0001104659-20-030742	1279704	CELLECTAR BIOSCIENCES, INC.	2834	US	NJ	FLORHAM PARK	07932	100 CAMPUS DRIVE		(608) 441-8120	US	NJ	FLORHAM PARK	07932	100 CAMPUS DRIVE		US	DE	043321804	NOVELOS THERAPEUTICS, INC.	20050617	4-NON	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 16:05:00.0	0	1	clrb-20191231.xml	1	
0001104659-20-030781	1554859	SEMLER SCIENTIFIC, INC.	3845	US	CA	SAN JOSE	95112	911 BERN COURT, SUITE 110		408-627-4557	US	CA	SAN JOSE	95112	911 BERN COURT, SUITE 110		US	DE	261367393			2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 16:32:00.0	0	1	smlr-20191231.xml	1	
0001104659-20-030788	6207	AMREP CORP.	2721	US	PA	PLYMOUTH MEETING	19462	620 WEST GERMANTOWN PIKE	SUITE 175	610-487-0905	US	PA	PLYMOUTH MEETING	19462	620 WEST GERMANTOWN PIKE	SUITE 175	US	OK	590936128	AMREP CORP	19920703	4-NON	0	0430	10-Q	20200131	2020	Q3	20200309	2020-03-09 16:39:00.0	0	1	axr-20200131.xml	1	
0001104659-20-030792	1705110	ANGI HOMESERVICES INC.	7310	US	NY	NEW YORK	10011	555 WEST 18TH STREET		2123147230	US	NY	NEW YORK	10011	555 WEST 18TH STREET		US	DE	821204801	HALO TOPCO, INC.	20170427	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:39:00.0	0	0	tm2012113-1_8k_htm.xml	1	
0001104659-20-030802	1145057	FORESCOUT TECHNOLOGIES, INC	3577	US	CA	SAN JOSE	95134	190 WEST TASMAN DRIVE		408-213-3191	US	CA	SAN JOSE	95134	190 WEST TASMAN DRIVE		US	DE	510406800	FORESCOUT TECHNOLOGIES INC	20010717	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:47:00.0	0	0	tm2012117d1_8k_htm.xml	1	
0001104659-20-030810	1418135	KEURIG DR PEPPER INC.	2080	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		781-418-7000	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		US	DE	753258232	DR PEPPER SNAPPLE GROUP, INC.	20080108	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:49:00.0	0	0	tm2011548d5_8k_htm.xml	1	
0001104659-20-030817	913277	CLARUS CORP	3949	US	UT	SALT LAKE CITY	84124	2084 EAST 3900 SOUTH		801-278-5552	US	UT	SALT LAKE CITY	84124	2084 EAST 3900 SOUTH		US	DE	581972600	BLACK DIAMOND, INC.	20110121	2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 16:59:00.0	0	1	clar-20191231.xml	1	
0001104659-20-030832	1533615	GLOBAL MEDICAL REIT INC.	6798	US	MD	BETHESDA	20814	2 BETHESDA METRO CENTER	SUITE 440	202-524-6851	US	MD	BETHESDA	20814	2 BETHESDA METRO CENTER	SUITE 440	US	MD	464757266	SCOOP MEDIA, INC.	20111027	2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 17:19:00.0	0	1	gmre-20191231.xml	1	
0001104659-20-030834	1463101	ENPHASE ENERGY, INC.	3674	US	CA	FREMONT	94538	47281 BAYSIDE PARKWAY		(707) 763-4784	US	CA	FREMONT	94538	47281 BAYSIDE PARKWAY		US	DE	204645388			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:21:00.0	0	0	tm2011387d2_8k_htm.xml	1	
0001109546-20-000008	1109546	PACIFIC MERCANTILE BANCORP	6021	US	CA	COSTA MESA	92626	949 SOUTH COAST DRIVE	THIRD FLOOR	714-438-2500	US	CA	COSTA MESA	92626	949 SOUTH COAST DRIVE	THIRD FLOOR	US	CA	330898238			2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-06 17:56:00.0	0	1	pmbc-20191231.xml	1	
0001115055-20-000021	1115055	PINNACLE FINANCIAL PARTNERS INC	6021	US	TN	NASHVILLE	37201	150 THIRD AVENUE SOUTH	SUITE 900	6157443700	US	TN	NASHVILLE	37201	150 THIRD AVENUE SOUTH	SUITE 900	US	TN	621812853			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 10:28:00.0	0	0	pnfp-20200303_htm.xml	1	
0001121781-20-000018	924515	GUIDED THERAPEUTICS INC	3845	US	GA	PEACHTREE CORNERS	30092	5835 PEACHTREE CORNERS EAST	SUITE B	7702428723	US	GA	PEACHTREE CORNERS	30092	5835 PEACHTREE CORNERS EAST	SUITE B	US	DE	582029543	SPECTRX INC	19970226	4-NON	0	1231	10-Q	20190930	2019	Q3	20200309	2020-03-09 16:06:00.0	0	1	gthp-20190930.xml	1	
0001124796-20-000037	1124796	NLIGHT, INC.	3674	US	WA	VANCOUVER	98665	5408 NE 88TH STREET	BUILDING E	360-566-4460	US	WA	VANCOUVER	98665	5408 NE 88TH STREET	BUILDING E	US	DE	912066376	NLIGHT PHOTONICS CORP	20000925	2-ACC	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 14:27:00.0	0	1	lasr-20191231.xml	1	
0001130310-20-000025	1130310	CENTERPOINT ENERGY INC	4911	US	TX	HOUSTON	77002	1111 LOUISIANA ST.		7132073000	US	TX	HOUSTON	77002	1111 LOUISIANA ST.		US	TX	740694415	RELIANT ENERGY REGCO INC	20001220	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:49:00.0	1	0	a8-k502smpagreement_htm.xml	3	1042773 48732
0001140361-20-005170	929008	WESCO INTERNATIONAL INC	5063	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700	4124542200	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700			251723342	CDW HOLDING CORP	19971217	1-LAF	1	1231	10-K/A	20191231	2019	FY	20200309	2020-03-09 16:22:00.0	0	0	nt10009694x1_10ka_htm.xml	1	
0001140361-20-005184	14272	BRISTOL MYERS SQUIBB CO	2834	US	NY	NEW YORK	10016	430 E. 29TH STREET	14 FLOOR	2125464000	US	NY	NEW YORK	10016	430 E. 29TH STREET	14 FLOOR	US	DE	220790350	BRISTOL MYERS CO	19891012	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:25:00.0	0	0	nc10009726x1_8k_htm.xml	1	
0001140859-20-000013	1140859	AMERISOURCEBERGEN CORP	5122	US	PA	CHESTERBROOK	19087-5594	1300 MORRIS DRIVE		6107277000	US	PA	CHESTERBROOK	19087-5594	1300 MORRIS DRIVE		US	DE	233079390			1-LAF	0	0930	8-K	20200229			20200309	2020-03-09 16:53:00.0	0	0	a8-kxagm2020results_htm.xml	1	
0001157523-20-000315	1116132	TAPESTRY, INC.	3100	US	NY	NEW YORK	10001	10 HUDSON YARDS		2125941850	US	NY	NEW YORK	10001	10 HUDSON YARDS		US	MD	522242751	COACH INC	20000605	1-LAF	0	0630	8-K	20200229			20200309	2020-03-09 16:16:00.0	1	0	tapestry_htm.xml	1	
0001158463-20-000021	1158463	JETBLUE AIRWAYS CORP	4512	US	NY	LONG ISLAND CITY	11101	27-01 QUEENS PLAZA NORTH		7182867900	US	NY	LONG ISLAND CITY	11101	27-01 QUEENS PLAZA NORTH		US	DE	870617894			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 08:45:00.0	0	0	form8-kx2020jpmorganco_htm.xml	1	
0001166126-20-000017	1166126	J C PENNEY CO INC	5311	US	TX	PLANO	75024-3698	6501 LEGACY DRIVE		9722431100							US	DE	260037077	J C PENNEY HOLDINGS INC	20020128	1-LAF	0	0131	8-K	20200229			20200309	2020-03-09 09:17:00.0	0	0	jcp8-k3052020_htm.xml	1	
0001171843-20-001566	1049782	BROOKLINE BANCORP INC	6035	US	MA	BOSTON	02116	131 CLARENDON STREET		617-425-4600	US	MA	BOSTON	02116	131 CLARENDON STREET		US	DE	000000000			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:05:00.0	0	0	f8k_030920_htm.xml	1	
0001172222-20-000013	1172222	HAWAIIAN HOLDINGS INC	4512	US	HI	HONOLULU	96819	3375 KOAPAKA STREET	SUITE G-350	8088353700	US	HI	HONOLULU	96819	3375 KOAPAKA STREET	SUITE G-350	US	DE	710879698	HAWAIIAN HOLDINGS  INC	20020502	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:03:00.0	0	0	a8-kmarch92020_htm.xml	1	
0001174947-20-000313	66004	MIDDLESEX WATER CO	4941	US	NJ	ISELIN	08830	485C ROUTE 1 SOUTH	SUITE 400	7326341500	US	NJ	ISELIN	08830	485C ROUTE 1 SOUTH	SUITE 400	US	NJ	221114430			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 11:39:00.0	0	0	form8k-23604_msx_htm.xml	1	
0001193125-20-065930	1297996	DIGITAL REALTY TRUST, INC.	6798	US	CA	SAN FRANCISCO	94111	FOUR EMBARCADERO CENTER	SUITE 3200	(415)738-6500	US	CA	SAN FRANCISCO	94111	FOUR EMBARCADERO CENTER	SUITE 3200			260081711	DIGITAL REALTY TRUST, INC.	20040722	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 06:50:00.0	1	0	d863185d8k_htm.xml	1	
0001193125-20-065963	1561660	PATTERN ENERGY GROUP INC.	4911	US	CA	SAN FRANCISCO	94111	1088 SANSOME STREET		(415) 283-4000	US	CA	SAN FRANCISCO	94111	1088 SANSOME STREET		US	DE	000000000			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 07:04:00.0	0	0	d848756d8k_htm.xml	1	
0001193125-20-065983	1737204	RIVIERA RESOURCES, INC.	1311	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	281-840-4000	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	US	DE	000000000	RIVIERA RESOURCES, LLC	20180411	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 07:10:00.0	0	0	d900636d8k_htm.xml	1	
0001193125-20-066071	1737204	RIVIERA RESOURCES, INC.	1311	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	281-840-4000	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	US	DE	000000000	RIVIERA RESOURCES, LLC	20180411	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 07:17:00.0	0	0	d868579d8k_htm.xml	1	
0001193125-20-066129	1140536	WILLIS TOWERS WATSON PLC	6411	GB		LONDON ENGLAND	EC3M 7DQ	C/O WILLIS GROUP LIMITED	51 LIME STREET	44-20-3124-6000	GB		LONDON ENGLAND	EC3M 7DQ	C/O WILLIS GROUP LIMITED	51 LIME STREET	IE		000000000	WILLIS GROUP HOLDINGS PLC	20100104	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 07:24:00.0	1	0	d897868d8k_htm.xml	1	
0001193125-20-066234	1103982	MONDELEZ INTERNATIONAL, INC.	2000	US	IL	DEERFIELD	60015	THREE PARKWAY NORTH		847-943-4000	US	IL	DEERFIELD	60015	THREE PARKWAY NORTH		US	VA	522284372	KRAFT FOODS INC	20000121	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 07:56:00.0	0	0	d867563d8k_htm.xml	1	
0001193125-20-066255	31791	PERKINELMER INC	3826	US	MA	WALTHAM	02451	940 WINTER STREET		781 663 5776	US	MA	WALTHAM	02451	940 WINTER STREET		US	MA	042052042	EG&G INC	19920703	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 08:11:00.0	0	0	d900570d8k_htm.xml	1	
0001193125-20-066368	91419	J M SMUCKER CO	2033	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		3306823000	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		US	OH	340538550	SMUCKER J M CO	19920703	1-LAF	0	0430	8-K	20200229			20200309	2020-03-09 08:52:00.0	1	0	d886391d8k_htm.xml	1	
0001193125-20-066419	2969	AIR PRODUCTS & CHEMICALS INC /DE/	2810	US	PA	ALLENTOWN	18195-1501	7201 HAMILTON BLVD		6104814911	US	PA	ALLENTOWN	18195-1501	7201 HAMILTON BLVD		US	DE	231274455			1-LAF	0	0930	8-K	20200229			20200309	2020-03-09 09:17:00.0	0	0	d899846d8k_htm.xml	1	
0001193125-20-067155	1597672	RAYONIER ADVANCED MATERIALS INC.	2820	US	FL	JACKSONVILLE	32207	1301 RIVERPLACE BOULEVARD	SUITE 2300	(904) 357-4600	US	FL	JACKSONVILLE	32207	1301 RIVERPLACE BOULEVARD	SUITE 2300	US	DE	464559529	RAYONIER HOLDING CO	20140121	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 16:06:00.0	1	0	d897576d8k_htm.xml	1	
0001193125-20-067168	1138639	INFINERA CORP	3661	US	CA	SUNNYVALE	94089	140 CASPIAN COURT		408-572-5200	US	CA	SUNNYVALE	94089	140 CASPIAN COURT		US	DE	770560433	INFINERA CORP	20030528	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 16:09:00.0	0	0	d891012d8k_htm.xml	1	
0001193125-20-067184	749251	GARTNER INC	8741	US	CT	STAMFORD	06904-2212	56 TOP GALLANT RD	P O BOX 10212	2039640096	US	CT	STAMFORD	06904-2212	56 TOP GALLANT RD	P O BOX 10212	US	DE	043099750	GARTNER GROUP INC	19930823	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:16:00.0	0	0	d847474d8k_htm.xml	1	
0001193125-20-067196	1297996	DIGITAL REALTY TRUST, INC.	6798	US	CA	SAN FRANCISCO	94111	FOUR EMBARCADERO CENTER	SUITE 3200	(415)738-6500	US	CA	SAN FRANCISCO	94111	FOUR EMBARCADERO CENTER	SUITE 3200			260081711	DIGITAL REALTY TRUST, INC.	20040722	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:20:00.0	1	0	d848585d8k_htm.xml	1	
0001193125-20-067197	77281	PENNSYLVANIA REAL ESTATE INVESTMENT TRUST	6798	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, SUITE 1000	2158750426	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, SUITE 1000	US	PA	236216339			1-LAF	0	1231	8-K/A	20191031			20200309	2020-03-09 16:20:00.0	1	0	d900055d8ka_htm.xml	1	
0001193125-20-067198	1661181	ORGANOGENESIS HOLDINGS INC.	2834	US	MA	CANTON	02021	85 DAN ROAD		781-575-0775	US	MA	CANTON	02021	85 DAN ROAD		US	DE	000000000	AVISTA HEALTHCARE PUBLIC ACQUISITION CORP.	20151215	4-NON	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 16:22:00.0	0	1	orgo-20191231.xml	1	
0001193125-20-067213	1048911	FEDEX CORP	4513	US	TN	MEMPHIS	38120-	942 SOUTH SHADY GROVE ROAD		9018187500	US	TN	MEMPHIS	38120-	942 SOUTH SHADY GROVE ROAD		US	DE	621721435	FDX CORP	19971103	1-LAF	0	0531	8-K	20200229			20200309	2020-03-09 16:29:00.0	0	0	d900008d8k_htm.xml	1	
0001193125-20-067219	1156039	ANTHEM, INC.	6324	US	IN	INDIANAPOLIS	46204	220 VIRGINIA AVENUE		3174886000	US	IN	INDIANAPOLIS	46204	220 VIRGINIA AVENUE		US	IN	352145715	WELLPOINT, INC	20100105	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:31:00.0	0	0	d900141d8k_htm.xml	1	
0001193125-20-067220	893949	MEDNAX, INC.	8060	US	FL	SUNRISE	33323	1301 CONCORD TERRACE		9543840175	US	FL	SUNRISE	33323	1301 CONCORD TERRACE		US	FL	263667538	PEDIATRIX MEDICAL GROUP INC	19950801	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:31:00.0	0	0	d848754d8k_htm.xml	1	
0001193125-20-067236	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	US	OH	310854434			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 16:42:00.0	1	0	d895358d8k_htm.xml	1	
0001193125-20-067280	919012	AMERICAN EAGLE OUTFITTERS INC	5651	US	PA	PITTSBURGH	15203	77 HOT METAL STREET		4124323300	US	PA	PITTSBURGH	15203	77 HOT METAL STREET		US	DE	132721761			1-LAF	0	0131	8-K	20200229			20200309	2020-03-09 17:01:00.0	0	0	d900260d8k_htm.xml	1	
0001193125-20-067289	719955	WILLIAMS SONOMA INC	5700	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		415-421-7900	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		US	CA	942203880			1-LAF	0	0131	8-K	20200229			20200309	2020-03-09 17:06:00.0	0	0	d841569d8k_htm.xml	1	
0001193125-20-067307	895728	ENBRIDGE INC	4610	CA	AB	CALGARY	T2P 3L8	200 425 - 1ST STREET SW		403-231-3900	CA	AB	CALGARY	T2P 3L8	200 425 - 1ST STREET SW		CA	AB	000000000	IPL ENERGY INC	19940616	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:12:00.0	1	0	d863156d8k_htm.xml	1	
0001193125-20-067325	1013857	PEGASYSTEMS INC	7374	US	MA	CAMBRIDGE	02142-1209	ONE ROGERS STREET		6173749600	US	MA	CAMBRIDGE	02142-1209	ONE ROGERS STREET		US	MA	042787865			1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:16:00.0	0	0	d899997d8k_htm.xml	1	
0001193125-20-067327	895728	ENBRIDGE INC	4610	CA	AB	CALGARY	T2P 3L8	200 425 - 1ST STREET SW		403-231-3900	CA	AB	CALGARY	T2P 3L8	200 425 - 1ST STREET SW		CA	AB	000000000	IPL ENERGY INC	19940616	1-LAF	1	1231	10-K/A	20191231	2019	FY	20200309	2020-03-09 17:17:00.0	0	0	d885928d10ka_htm.xml	1	
0001193125-20-067332	72971	WELLS FARGO & COMPANY/MN	6021	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		6126671234	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		US	DE	410449260	WELLS FARGO & CO/MN	19981103	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:18:00.0	0	0	d909025d8k_htm.xml	1	
0001193125-20-067338	110390	UNILEVER N V	2840	NL		THE NETHERLANDS	NONE	WEENA 455	3013 AL ROTTERDAM	201-894-2790	US	NJ	ENGLEWOOD CLIFFS	07632	C/O UNILEVER UNITED STATES INC	700 SYLVAN AVENUE (ATTN.: M MONTAGNINO)			000000000			1-LAF	1	1231	20-F	20191231	2019	FY	20200309	2020-03-09 17:24:00.0	0	1	un-20191231.xml	1	
0001193125-20-067343	217410	UNILEVER PLC	2840	GB		LONDON ENGLAND	EC4P 4BQ	UNILEVER HOUSE	BLACKFRIARS	201-894-2790	US	NJ	ENGLEWOOD CLIFFS	07632	C/O UNILEVER UNITED STATES INC	700 SYLVAN AVENUE (ATTN.: M MONTAGNINO)			000000000	UNILEVER LTD	19820429	1-LAF	1	1231	20-F	20191231	2019	FY	20200309	2020-03-09 17:25:00.0	0	1	ul-20191231.xml	1	
0001193125-20-067348	315293	AON PLC	6411	GB		LONDON	EC3V 4AN	THE LEADENHALL BUILDING	122 LEADENHALL STREET	(44) 20 7623 5500	GB		LONDON	EC3V 4AN	THE LEADENHALL BUILDING	122 LEADENHALL STREET	GB		363051915	AON CORP	19920703	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:25:00.0	0	0	d888318d8k_htm.xml	1	
0001193125-20-067354	1286973	AMERICAS GOLD & SILVER CORP	1000	CA	ON	TORONTO	M5H 1J8	145 KING ST. W.	SUITE 2870	604-678-9639	CA	ON	TORONTO	M5H 1J8	145 KING ST. W.	SUITE 2870	CA		000000000	AMERICAS SILVER CORP	20150910	1-LAF	0	1231	6-K	20191231	2019	FY	20200309	2020-03-09 17:28:00.0	0	1	usas-20191231.xml	1	
0001193125-20-067362	1418091	TWITTER, INC.	7370	US	CA	SAN FRANCISCO	94103	1355 MARKET STREET, SUITE 900		(415) 222-9670	US	CA	San Francisco	94103	1355 MARKET STREET, SUITE 900		US	DE	208913779	TWITTER INC	20071109	1-LAF	0	1231	8-K	20200229			20200309	2020-03-09 17:29:00.0	0	0	d846415d8k_htm.xml	1	
0001213900-20-005734	1643953	PURPLE INNOVATION, INC.	2510	US	UT	LEHI	84043	4100 N. CHAPEL RIDGE RD	SUITE 200	801-756-2600	US	UT	LEHI	84043	4100 N. CHAPEL RIDGE RD	SUITE 200	US	DE	474078206	GLOBAL PARTNER ACQUISITION CORP.	20150602	4-NON	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 16:05:00.0	0	1	prpl-20191231.xml	1	
0001213900-20-005742	1743725	GRID DYNAMICS HOLDINGS, INC.	7372	US	CA	LA JOLLA	92037	7660 FAY AVENUE	SUITE H, UNIT 339	(619) 736-6855	US	CA	LA JOLLA	92037	7660 FAY AVENUE	SUITE H, UNIT 339	US	DE	830632724	CHASERG TECHNOLOGY ACQUISITION CORP	20180615	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 16:09:00.0	0	0	ea119399-8k_griddynamics_htm.xml	1	
0001213900-20-005752	1743725	GRID DYNAMICS HOLDINGS, INC.	7372	US	CA	LA JOLLA	92037	7660 FAY AVENUE	SUITE H, UNIT 339	(619) 736-6855	US	CA	LA JOLLA	92037	7660 FAY AVENUE	SUITE H, UNIT 339	US	DE	830632724	CHASERG TECHNOLOGY ACQUISITION CORP	20180615	2-ACC	0	1231	8-K	20200229			20200309	2020-03-09 16:29:00.0	0	0	ea119438-8k_griddynamics_htm.xml	1	
0001213900-20-005759	52795	ANIXTER INTERNATIONAL INC	5063	US	IL	GLENVIEW	60026	2301 PATRIOT BLVD		2245218204	US	IL	GLENVIEW	60026	2301 PATRIOT BLVD		US	DE	941658138	ITEL CORP	19920703	1-LAF	1	1231	10-K/A	20191231	2020	FY	20200309	2020-03-09 16:39:00.0	0	0	f10k2020a1_anixterinter_htm.xml	1	
0001213900-20-005770	1371128	BIOSOLAR INC	3081	US	CA	SANTA CLARITA	91387	27936 Lost Canyon Road	Suite 202	6612510001	US	CA	Santa Clarita	91387	27936 Lost Canyon Road	Suite 202	US	NV	000000000			4-NON	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 17:02:00.0	0	1	bsrc-20191231.xml	1	
0001214659-20-002389	1658880	BARE METAL STANDARD INC.	3564	US	ID	BOISE	83709	3604 BANNER AVE.		(209)898-9379	US	ID	BOISE	83709	3604 BANNER AVE.		US	ID	475572388			4-NON	0	1031	10-Q	20200131	2020	Q1	20200309	2020-03-09 15:29:00.0	0	1	brmt-20200131.xml	1	
0001214659-20-002426	1104038	VERIFYME, INC.	2890	US	NY	ROCHESTER	14604	75 S. CLINTON AVE.	SUITE 510	212-994-7002	US	NY	ROCHESTER	14604	75 S. CLINTON AVE.	SUITE 510	US	NV	233023677	LASERLOCK TECHNOLOGIES INC	20001004	4-NON	0	1231	10-K	20191231	2019	FY	20200309	2020-03-09 17:32:00.0	0	1	vrme-20191231.xml	1	
